id	preprocessed_text	text	label
719930402757046272	$ tsla : covered some shorts @ <number> for <number> pts	$TSLA : covered some shorts @ 246.00 for +9.22pts	1
710145820939706370	impressive numbers : oracle pops on earnings ; adobe poised to follow $ orcl $ adbe <url> via <user> commerce saas	Impressive numbers: Oracle pops on earnings; Adobe poised to follow $ORCL $ADBE https://t.co/ExqbOVHOJ1 via @TheStreet #commerce #saas	1
31858971	$ aapl saying this is a peak = fear mongering . competition & # <number> ; s dying , smartphone usage increasing . watch coming .	$AAPL saying this is a peak = fear mongering. Competition&#39;s dying, smartphone usage increasing. Watch coming.	1
719522846431670272	why $ twtr is doomed in <number> chart $ fb $ goog <url> <url>	Why $TWTR is doomed in 1 chart $FB $GOOG https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP	0
719575574101016576	loading $ spy and $ aapl puts . think were toppy imho .	loading $SPY and $AAPL puts. think were toppy IMHO.	0
708481442079068160	$ pypl great vol flow trade here love this company long time .	$PYPL great vol flow trade here.. Love this company long time.	1
35316844	$ russ don & # <number> ; t catch falling knives , but i think an entry is coming soon on this	$RUSS Don&#39;t catch falling knives, but I think an entry is coming soon on this	1
20249627	$ idra i missed out big time on $ acad at low <number> & # <number> ; s back in nov . of <number> , i will not get punked out of this one , in from <number>	$IDRA I missed out big time on $ACAD at low 2&#39;s back in Nov. of 2012, I WILL not get punked out of this one, in from 3.61	1
6062030	$ isrg <url> continues to base on the weekly chart but no selling over the last few weeks .	$ISRG http://stks.co/1U17 Continues to base on the weekly chart but no selling over the last few weeks.	0
34445371	slow bleeding death . it will likely be a horror show event . $ hero	Slow bleeding death . It will likely be a horror show event . $HERO	0
11723392	$ sbux getting sold here .	$SBUX getting sold here.	0
16794460	$ msft sql server revenue grew double - digit with sql server premium revenue growing over <number> % <url>	$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% http://stks.co/ir2F	1
17577910	$ rgr nice in an out couple mini trades	$RGR nice in an out couple mini trades	1
709401937465233408	tripadvisor jumps on m & amp ; a rumors <url> $ trip	TripAdvisor jumps on M&amp;A rumors https://t.co/O4lwCDXMbr $TRIP	1
719533714296934400	$ sbux on the fence with this one . do i have time to dither ? <url>	$SBUX on the fence with this one. Do I have time to dither? https://t.co/JcolfqlqGZ	1
719914872062877696	<user>	@lyricalrrr	1
6200985	$ ibm staying strong	$IBM staying strong	1
719507232489140224	stock options trade would have more than doubled your money . $ bbby	stock options trade would have more than doubled your money . $BBBY	1
719923942840999936	$ csco looks really interesting on drop , grabbed some options and stock , enough tme before earnings to grow the stock , growth all sectors	$CSCO looks really interesting on drop, grabbed some options and stock, enough tme before earnings to grow the stock, growth all sectors	1
18341620	$ bbry hearing rumours of a major joint venture announcement .	$BBRY hearing rumours of a major joint venture announcement.	1
6119064	would short $ amzn on any rally	Would short $AMZN on any rally	0
8873647	$ sbux ripe for a squeeze again !	$sbux..ripe for a squeeze again!	0
5970567	$ goog breakout very likely medium target $ <number> + <url> <url>	$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr	1
28622523	$ fb they are hitting everything in sight . short it . but twtr	$FB they are hitting everything in sight.short it. but twtr	0
8140414	$ tlb anyone long before the flush please accept my condolences . congrats . to all that were short . i wasn & # <number> ; t in either way .	$TLB anyone long before the flush please accept my condolences. Congrats. to all that were short. I wasn&#39;t in either way.	0
710557978621968385	$ adbe reported earnings of $ <number> , consensus was $ <number> , earnings whisper was $ <number> via <user> whisperbeat <url>	$ADBE reported earnings of $0.66, consensus was $0.61, Earnings Whisper was $0.63 via @eWhispers #whisperbeat https://t.co/kKpAkqTXB2	1
36262041	$ aapl at resistance right here  sold my shares  will buy back if it dips or if it goes in the <number> gap zone	$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone	0
719635481772834816	id be short $ fast . $ fast	I'd be short $fast . $FAST	0
12661281	$ lulu outlook # q <number> <number> lost revenue in the range of $ <number> million to $ <number> million - not good	$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good	0
33889522	<number> little - discussed problem this pro is watching at lumber liquidators $ ll <url>	1 Little-Discussed Problem This Pro Is Watching At Lumber Liquidators $LL http://stks.co/d1sXw	0
17875968	stay with best of breed : $ hig has room to run <url> via <user> options	Stay With Best Of Breed: $HIG Has Room To Run http://stks.co/h009W via @TradeSpoon #options	1
710895541266292736	yahoo , facebook in ad partnership talks . $ yhoo	Yahoo, Facebook in Ad Partnership Talks . $YHOO	1
719561385961762816	$ fb support here @ <number> sma , bb lower band , <number> % retrace of prior move . tomorrow dev . conf . good long trade , tight stop <url>	$FB Support here @ 50sma, BB lower band, 50% retrace of prior move. Tomorrow Dev. Conf. Good long trade, tight stop https://t.co/KFVOO4uCeV	1
719532075100020736	rt <user> : <user> <url> lovely n to the point words hero , socially shy dsnt deter us , nvr will <url>	RT @zain_e_dil: @har1603 https://t.co/wG090zXRNH lovely n to the point words hero, socially shy dsnt deter us, Nvr will https://t.co/efmw75	0
711113383341199360	walgreens boots alliance ( pbr <number> ) uses warrants to buy $ <number> b & amp ; <number> % of amerisourcebergen ( pbr <number> ) shares . <url> $ wba $ abc	Walgreens Boots Alliance(PBR36) uses warrants to buy $1.17B &amp; 14.97% of AmerisourceBergen(PBR16) shares. https://t.co/TJoZlLJEPb $WBA $ABC	1
35909043	$ aapl so when you post " stream too bullish , im so brave , look at me im short " you are going against the biggest billions $ $ bb in history	$AAPL so when you post &quot; Stream too bullish, Im so brave, look at me Im short&quot;.. you are going against the biggest BILLIONS $$ BB in history	1
711960327466909696	$ aapl omg omg so excited ! ! ! !	$AAPL Omg OMG so excited!!!!	1
11410429	$ cat is hangin on my a thread . <number> click away from a cliff drop needs follow through ( or snap - back on the vix )	$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX)	0
12799689	<user> as much as i would like $ bbry to capture back market share $ aapl cleary surpassed their bb for all too long of a time . aka android	@Pieman as much as I would like $BBRY to capture back market share $AAPL cleary surpassed their BB for all too long of a time.Aka Android	0
5627600	$ iaci <url> looks good on the weekly chart .	$IACI http://stks.co/tJU Looks good on the weekly chart.	1
5900979	$ aapl <url> $ aapl patiently waiting for price to enter buysupport zone . strong support - notes on chart	$AAPL http://stks.co/1GNW $AAPL Patiently waiting for price to enter buy/support zone. strong support - notes on chart	1
37635102	$ neon oversold	$NEON oversold	1
5512185	$ spy <url> possible target at around <number> ( neckline , sma <number> , fork congestion ) . $ spx $ sso $ sds $ sh	$SPY http://stks.co/knB Possible target at around 127.4 (Neckline, SMA200, Fork congestion). $SPX $SSO $SDS $SH	1
5706586	$ rost nov <number> calls <number> go long until exp imo ! unless europeans keeps f & # <number> ; ing around !	$ROST Nov 90 calls 2.08 .. Go Long until exp imo ! Unless europeans keeps F&#39;ing around !	1
5662488	$ gmcr there is massive short squeeze opportunity here ; similar what happened to $ mf & amp ; corzin ; $ gmcr puts hghst since & # <number> ; <number> <url>	$GMCR There is massive short squeeze opportunity here; similar what happened to $MF &amp; Corzin; $GMCR puts hghst since &#39;09 http://stks.co/vvD	0
5879468	$ hsc receives <number> - year , $ <number> m contract at new saudi arabian steel mill	$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill	1
36755126	$ esi on lows , down $ <number> to $ <number> bk a real possibility	$ESI on lows, down $1.50 to $2.50 BK a real possibility	0
7764961	added . cost now at <number> . bounce off of put oi & amp ; s <number> pivot . <user> bto $ aapl apr <number> <number> <number> calls @ <number> for ride to <number> ish .	Added. Cost now at 1.54. Bounce off of Put OI &amp; S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls @ 1.66 for ride to 609 ish.	1
719572301356916736	<user> there was news this morning that offers will take place until next week so if people want to buy $ yhoo they should do it now	@hutsell215 There was news this morning that offers will take place until next week..so if people want to buy $YHOO they should do it now	1
30158448	<number> % increased bearish conversations in $ tvix in the past <number> hour .	100.0% increased bearish conversations in $TVIX in the past 1 hour.	0
719473167945732096	<user> bullish analysts stock tickr - michael james enterprises , inc monday sold $ wba $ acet $ zts	@DynAXJobs Bullish Analysts Stock Tickr- Michael James Enterprises, Inc Monday sold $WBA $ACET $ZTS	0
26890071	$ gtat will re - enter short on bounce 	$GTAT Will re-enter short on bounce...	0
5357035	covered my small $ mww short @ <number> for a <number> loss . flat on the day . all cash now .	Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.	1
719839353325756416	$ sbux downgraded to neutral at deutsche bank . price target reduced to $ <number> from $ <number>	$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.	0
13321680	$ nflx support <number> no support to <number>	$NFLX support 212.93 no support to 209.45	1
9610781	does anyone else have $ aapl max pain at <number> this week ! ?	does anyone else have $AAPL max pain at 670 this week!?	0
709408054777749505	$ fb $ <number> calls <number> entry . $ fb	$FB $112 Calls .55 entry . $FB	1
16084152	active puts @ cboe ; $ aapl <number> <number> $ lamr oct <number> & amp ; jan <number> $ mgm jan <number> <number>	Active puts @ CBOE; $AAPL 9/27/13 480 $LAMR Oct 43 &amp; Jan 37 $MGM Jan15 10	0
719579764403650560	heard netflix is raising its prices . its all good its worth it though . $ nflx	Heard Netflix is raising its prices. It's all good it's worth it though . $NFLX	1
29684145	$ fb facebook - bull candle $ <number> ( <number> : <number> % ) - <url>	$FB Facebook - Bull Candle $4.06 (5:52%) - http://stks.co/i1Lyq	1
37922973	$ avgo great growth stk & amp ; also raised dividend . clearly a great investment <url>	$AVGO great growth stk &amp; also raised dividend . clearly a great investment http://stks.co/r2F3h	1
14034627	$ ttwo acting tough on big volume against the tape	$TTWO acting tough on big volume against the tape	1
7890419	rt <user> $ arna no choice but to be positve	RT @BiopharmaPro $ARNA no choice but to be positve	1
719558876123766784	word on the street is that allergen is looking at endo international . $ endp	Word on the street is that Allergen is looking at Endo International . $ENDP	1
9644277	$ csgs - not one i watch much . i would just watch the <number> ema & # <number> ; s which have acted as support for a while now . no position .	$CSGS - not one I watch much. I would just watch the 8/21 ema&#39;s which have acted as support for a while now. no position.	0
12288299	$ uvxy put the chum out there at key support then next level down - careful	$UVXY Put the chum out there at key support then next level down - careful	0
719529876332617728	taking some profits on $ nxpi <url>	Taking some profits on $NXPI https://t.co/ZXvtUt64MY	0
6751172	i & # <number> ; m no professional anal - yst but i do put my $ where my mouth is . $ aapl will do $ <number> b <number> yr . endthat & # <number> ; s another hun from here . long leaps = ^ . ^ =	I&#39;m no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.end That&#39;s another hun from here.Long LEAPS =^.^=	1
719659409228451840	$ fb watching for bounce tomorrow	$FB watching for bounce tomorrow	1
719544790224936960	they want the stock too keep going up . $ tsla	they want the stock too keep going up . $TSLA	0
11379892	$ ocn has the stuff . will be looking to add shares if we get a new high breakout .	$ocn has the stuff. Will be looking to add shares if we get a new high breakout.	1
14200409	<user> $ bac doesn & # <number> ; t make any real money . they barely hang on . don & # <number> ; t pay more than <number> - <number> bux it & # <number> ; s not worth it .	@BlueLion $bac doesn&#39;t make any real money. they barely hang on. Don&#39;t pay more than 10-11 bux it&#39;s not worth it.	0
719513950765891584	$ fb revenue mark zuckerberg is doing an amazing job . . <url>	$FB revenue Mark Zuckerberg is doing an amazing job. . https://t.co/y4cKBqs3zx	1
719583306640191488	i would not feel terribly good about a recent order for $ tsla with today's recall .	I would not feel terribly good about a recent order for $TSLA with today's recall.	0
719524312236060672	daily mail and general trust eyeing yahoo ! bid <url> $ yhoo ( meanwhile , time inc is also reported to be mulling an offer )	Daily Mail And General Trust eyeing Yahoo! bid https://t.co/gaIM1ANuSY $YHOO (Meanwhile, Time Inc is also reported to be mulling an offer)	1
719502781036498944	bullish $ nflx day trade setup , from open to close , with <number> ( <number> % ) wins , at an avg of <number> % - > <url>	bullish $NFLX day trade setup , from open to close , with 27/34 ( 79% ) wins, at an avg of 1.5% -&gt; https://t.co/Sls0HtqDSE	1
9562530	$ vvus ( now over <number> ah ) $ arna gap up tomorrow ;	$VVUS (now over 23 AH) $ARNA gap up tomorrow;	1
5358046	$ s sprint cfo sees profitability from lightsquared upon gps clearance ; network vision cash flow positive from <number>	$S Sprint CFO Sees Profitability From Lightsquared Upon GPS Clearance; Network Vision Cash Flow Positive From 2014	1
719531283689263104	. <user> $ aapl ux has been slipping . they need to find balance between telling consumers what they want and giving customers what they want	.@SAI $AAPL #ux has been slipping. They need to find balance between telling consumers what they want and giving customers what they want	0
24993177	$ ino called it back in march , still loving it today <url>	$INO Called it back in march, still loving it today http://stks.co/j0qjW	1
719540264327446528	an upward movement is expected . $ qcom	an upward movement is expected . $QCOM	1
710548609532608512	$ nflx <number> $ here we gooo our target <number> $ keep pushing	$NFLX 100$ here we gooo Our target 103$ keep pushing	1
16273216	$ t at & amp ; t issues statement on debt ceiling , potential u . s . government default	$T AT&amp;T Issues Statement On Debt Ceiling, Potential U.S. Government Default	0
719857924017885184	rt <user> : <user> dejaloo	RT @shaaury: @AdriCecii dejaloo	1
5631608	$ vprt vistaprint raises q <number> , fy <number> guidance to reflect completion of albumprinter	$VPRT Vistaprint raises Q2, FY12 guidance to reflect completion of Albumprinter	1
17782586	$ scty finally broke free from big brother & # <number> ; s shadow ? $ tsla	$SCTY finally broke free from big brother&#39;s shadow? $TSLA	1
6328010	<user> good thing $ sne has learnt this and is integrating their devices together with the tv .	@bradloncar Good thing $SNE has learnt this and is integrating their devices together with the TV.	1
719649153471660032	tesla : model x recall adds to reliability issues $ tsla <url>	#Tesla: Model X Recall Adds To Reliability Issues $TSLA https://t.co/jVXQ4DoXnP	0
33349961	$ amzn and $ nflx shortput positions looking good here . wait for market downturn to confirm	$AMZN and $NFLX short/put positions looking good here. Wait for market downturn to confirm	0
711909827648299008	$ dish weakness continues again . <number> area resistance after last week	$DISH weakness continues again. 49.43 area resistance after last week	0
15971881	$ himx check out the <number> year chart . <number> st move nov to jun $ <number> - <number> . this didn & # <number> ; t factor in anything other than google and repeated good earnings .	$HIMX check out the 1 year chart. 1st move nov to jun $2-7.80. this didn&#39;t factor in anything other than google and repeated good earnings.	1
10892920	$ fslr , $ wprt , $ anr , $ rgr holy green day batman . luv it when a plan comes together . tks again to <user> for half my picks these days .	$FSLR, $WPRT, $ANR, $RGR Holy green day batman. luv it when a plan comes together. tks again to @MoonRock for half my picks these days.	1
719719304921350144	bulls are out . $ csx	Bulls Are Out . $CSX	1
12196849	$ tna , $ tza daily chart of $ tna with upcoming first support in a few days or weeks ! <url>	$TNA, $TZA daily chart of $TNA with upcoming first support in a few days or weeks! http://stks.co/q3Kj	1
22612270	<user> wilful infringement does not go into calculations of patent damages $ aapl	@Rolltidetrader Wilful infringement does not go into calculations of patent damages $AAPL	0
710111209756827648	<user> and $ aapl must lobby against judge garland or they risk losing the case	@tim_cook and $AAPL must lobby against Judge Garland or they risk losing the case	0
719567543476817920	court tells states to leave $ goog alone <url> via <user>	Court tells states to leave $GOOG alone https://t.co/qQz1akVyAL via @BV	1
708407232690462720	i think the dnf crew can get this $ nflx short into the next <number> days heading into earnings . $ nflx	I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings . $NFLX	0
709820978927370242	$ aapl iphone shipments on track to exceed forecasts - marketwatch <url>	$AAPL iPhone shipments on track to exceed forecasts - MarketWatch https://t.co/2CXahJIX7d	1
709286017027563520	baird likes $ tsla - upgrades to outperform , lifts price target to $ <number> research firm also sees no capital raise necessary in next few qtrs	Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs	1
33097782	$ fb bot some <user> <number> breakout from the consolidation zone :D	$FB bot some @78.47 breakout from the consolidation zone :D	1
27914585	$ mnkd morgan will weight this stock as oversold , strong buy within a month	$MNKD Morgan will weight this stock as oversold, strong buy within a month	1
14850402	$ qihu totally missed this one , was about to jump in on that <number> break test but didn & # <number> ; t , congrats shorts	$QIHU totally missed this one, was about to jump in on that 60 break test but didn&#39;t, congrats shorts	0
9028622	$ amrs in the $ <number> s	$AMRS in the $3s	1
719536958494666752	$ nvda goes deep into machinelearning and ai territory with its new $ <number> , <number> supercomputer  <url>	$NVDA goes deep into #machinelearning and #AI territory with its new $125,000 supercomputer... https://t.co/Ej3233wPcm	1
719911041421824000	minnesota <number> st quarter earnings season kicks off with fastenal , $ fast <number> q revenue up <number> % - earnings down <number> % - results short of expectations	Minnesota 1st quarter earnings season kicks off with Fastenal, $FAST 1Q revenue up 3.5% - earnings down 1.1% - results short of expectations	0
12912068	$ tsla gyrating @ s <number> above gap . keeping an eye on s <number> <url>	$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB	1
34298461	$ nke gapping up to all time highs <url> tradeideas <url>	$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c	1
6550175	ap : caterpillar posts <number> percent jump in <number> q profit on steep global sales increase , tops wall st . view > $ cat	AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view &gt; $CAT	1
719500716151181312	so many traders short . $ tsla	So many traders short . $TSLA	0
719528176096030720	do u like it when i	Do u like it when i..	1
13703137	$ gmcr - not the prettiest candlesticks , but no signs of gap fill yet <url>	$GMCR - not the prettiest candlesticks, but no signs of gap fill yet http://stks.co/qDkR	1
9674584	$ amd big dumping  would not touch it for a while	$AMD big dumping... would not touch it for a while	0
719927785167265792	akamai : will a onetime zombie stock rise again ? <url> $ akam	Akamai: Will A Onetime Zombie Stock Rise Again? https://t.co/YFqDoBcCr8 $AKAM	1
19344478	$ rsol bought <number> shares today !	$RSOL bought 3500 shares today!	1
8562689	rival companies $ gwr and watco eyeing $ ra w take - over interest . <url>	Rival companies $GWR and WATCO eyeing $RA w take-over interest. http://stks.co/o0xY	1
5339568	$ gps gap september comparable store sales - <number> %	$GPS Gap September Comparable Store Sales -4%	0
719596702924152832	tesla to recall <number> , <number> model x suvs over seat issue <url> $ tsla <url> <url>	Tesla to recall 2,700 Model X SUVs over seat issue https://t.co/OdPraN59Xq $TSLA https://t.co/xvn4blIwpy https://t.co/ThfvWTnRPs	0
22410112	<number> % increased bullish conversations in $ bac in the past <number> hour .	333.0% increased bullish conversations in $BAC in the past 1 hour.	1
15351878	<user> $ bbry what i fear is they let the stock fall big time after earnings then put a lowball offer in	@thecatman $bbry What I fear is they let the stock fall big time after earnings then put a lowball offer in	0
8398336	rt <user> <user> <user> <user> $ jbl - $ <number> by the end of the week did you snatch ur <number> ? if you blinked ur eye u missed it	RT @OMillionaires @Ace_Man @Ace_Man @albertvr $JBL - $23 by the end of the week..did you snatch ur 21? If you blinked ur eye u missed it	1
36245025	$ twtr one good announcement , then shorts start quietly covering , people buy , and it & # <number> ; s off to quick large gain . don & # <number> ; t listen to neg bs	$TWTR one good announcement, then shorts start quietly covering, people buy, and it&#39;s off to quick large gain. Don&#39;t listen to neg bs..	1
14427501	$ line biggies must be loading up here at lows	$LINE biggies must be loading up here at lows..	1
13132243	seriously nothing says strong growth like $ xlu and $ xlp - well played	seriously nothing says strong growth like $XLU and $XLP - well played	1
14018712	$ pkt momentum building for breakout trigger ! long setup <url>	$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU	1
5389922	given the broad market environment , i do not expect this $ celg trade to work flawlessly . i will buy aggressively if pulls back and <number> holds	given the broad market environment, I do not expect this $CELG trade to work flawlessly. I will buy aggressively if pulls back and 62 holds	1
710475186353475585	<number> beaten - down internet companies that may be ripe for a takeover target : twitter $ twtr - linkedin $ lnkd - yahoo ! $ yhoo - groupon $ grpn	4 beaten-down Internet companies that may be ripe for a #takeover target: #Twitter $TWTR - #LinkedIn $LNKD - #Yahoo! $YHOO - #Groupon $GRPN	1
10610415	buying $ fas last week was the play of the month . wish i woulda pulled the trigger	Buying $fas last week was the play of the month. Wish i woulda pulled the trigger	1
719651371025235968	down <number> % since i alerted it a short sell on <number> - <number> . $ endp	down 12% since I alerted it a short sell on 3-25 . $ENDP	0
32648097	elon musks comparision of $ tsla with $ aapl doesnt go well <url>	Elon Musk s Comparision Of $TSLA With $AAPL Doesn t Go Well http://stks.co/c1gze	0
38570232	$ hov in oversold conditions , it is showing now nice positive divergences on chart ! potential bounce player to watch	$HOV In oversold conditions, it is showing now nice positive divergences on chart! Potential Bounce Player to watch	1
15108978	$ mnkd ahha . someone wants in ....	$MNKD Ahha. Someone wants in....	1
9694450	$ bbby bo > <number> next resist is <number> & # <number> ; s	$BBBY BO &gt; 62.75 next resist is 64.40&#39;s	1
11600568	$ amrn this stock is such a winner	$AMRN This stock is such a winner	1
709840317701165057	wsj : eu getting closer to charging google over android <url> $ goog $ googl	WSJ: EU getting closer to charging Google over Android https://t.co/NeLKJWw4q6 $GOOG $GOOGL	0
710709986175950848	adobe receives new rating from top analyst $ adbe <url>	Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN	1
719925534902370304	stock will hit $ <number> easily . $ alxn	stock will hit $170 easily . $ALXN	1
8331684	<user> <number> more years will be alot to worry about $ spy $ dia	@MattKelmon 4 more years will be alot to worry about $spy $dia	0
35726822	$ fb multiple expansion intact as well !	$FB Multiple expansion intact as well!	1
21120878	magically bought at under a dollar . $ gale	magically bought at under a dollar . $GALE	1
719570828912754688	$ tsla dump !	$TSLA dump!	0
25995078	$ jrjc my broker has no shorts who has them ?	$JRJC My broker has no shorts who has them?	0
5849492	$ amzn <number> period rsi is down at <number> , just read connors book on trading strategies	$amzn 4 period RSI is down at 20, just read Connors book on trading strategies	1
7586671	$ amrn as soon as europe closes the mkt should stableize a little	$AMRN as soon as europe closes the mkt should stableize a little	1
34643450	$ ocn huge blocks now <number> , <number> <user> <number>	$OCN huge blocks now 11,500 @7.92	1
709350930274193408	baird said q <number> trends for facebook appear rapidly positive , citing positive spending trends for both search and search channels $ fb	Baird said Q1 trends for Facebook appear incrementally positive, citing positive spending trends for both Search and Search channels $FB	1
32940708	$ tsla over # <number> forget about the chart . invest in elon . if he has a fund to acjieve his misson faster , i would contribute without a doubr !	$TSLA over #215. forget about the chart. invest in elon. if he has a fund to acjieve his misson faster, i would contribute without a doubr!	1
719528411430051840	may feed off $ tsla momentum run lately . . $ kndi	may feed off $TSLA momentum run lately. . $KNDI	1
710984266318938113	new : apple hires former amazon executive george stathakopoulos as head of corporate data security - reuters , citing sources $ aapl	NEW: Apple hires former Amazon executive George Stathakopoulos as head of corporate data security - Reuters, citing sources $AAPL	1
11855861	$ ltm selling far from over . a few weeks ago we noted that a large bearish channel up formed with a measured move to $ <number> <url>	$LTM Selling far from over. A few weeks ago we noted that a large bearish channel up formed with a measured move to $42 http://stks.co/cJni	0
709948124849115136	also picked up $ calm target <number> and $ gild target <number> $ gild has great upside potential <url>	Also picked up $CALM target 57 and $GILD target 115. $GILD has great upside potential https://t.co/F3RpMho8WL	1
24394588	$ c good idea buy half this and half bac ?	$C Good idea buy half this and half BAC?	1
5437050	$ jva being pushed up by a few jack monkey & # <number> ; s . this thing will b short to $ <number> soon . gonna add sedond short somewhere in the high <number> & # <number> ; s if we get	$JVA being pushed up by a few jack monkey&#39;s. This thing will b short to $3 soon. Gonna add sedond short somewhere in the high 14&#39;s if we get	0
23856399	$ kors in trouble ? is that earnings gap still unfilled ? ~ <number>	$KORS in trouble ? is that earnings gap still unfilled ? ~82	0
719548872666849280	<user> not all time low , been lower $ <number> to be exact in <number> $ endp	@MookTrader not all time low , been lower $5 to be exact in 2000 $ENDP	0
719600292204048384	rt <user> : <user> omg yas yas yas <url> ur cover of pillowtalk is peeeerf	RT @89ZEVOR: @jessicajarrell OMG YAS YAS YAS https://t.co/lozpdtgaVt UR COVER OF PILLOWTALK IS PEEEERF	0
36710496	$ spy player onto the <number> puts	$SPY player onto the 211 puts	0
708681087522885632	i see a <number> percent upside in $ fb shares from here	I see a 20 percent upside in $FB shares from here	1
14320787	$ spy bumping its head on declining daily <number> ma as overhead resistance . then the big brother <number> ma just above that .	$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.	0
6013721	covered all my $ sina shorts <user> <number>	Covered all my $sina shorts @62.80	1
19203632	$ atu keep stock on your watch list , not doing much cause down tape . very strange buying today	$ATU keep stock on your watch list, not doing much cause down tape. Very strange buying today	1
719529794262708224	$ intc & amp ; $ aapl strong , tech leads dow higher	$INTC &amp; $AAPL strong, tech leads DOW higher	1
29835080	$ dgaz i would rather be a buyer ugaz at these levels then trying to sell dgaz @ top	$DGAZ i would rather be a buyer UGAZ at these levels then trying to sell DGAZ @ top	1
719609334469148672	never widen your stop to stay in a trade . $ nflx	never widen your stop to stay in a trade . $NFLX	0
5964148	fmmf : big drop in hedge fund exposure to market in q <number> <url> > can you blame them ? even sharks don & # <number> ; t trust this market $ spy	FMMF: Big Drop in Hedge Fund Exposure to Market in Q3 http://stks.co/1LOh &gt; Can you blame them? Even sharks don&#39;t trust this market $SPY	0
719935795965071360	micron technology inc nasdaq : $ mu down <number> % today and down <number> % since being put on " the short " <url>	Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on "The Short" https://t.co/EQQLTfUiOU	0
13865641	$ lvs is just humming easing overbought , <url>	$LVS is just humming easing overbought, http://stks.co/hXzR	0
33354699	$ aapl watch is showing serious demand . it & # <number> ; s gonna blow our minds . better be prepared	$AAPL watch is showing serious demand. It&#39;s gonna blow our minds. Better be prepared	1
32558345	$ wfm bought a little yesterday , hoping for an earnings pop .	$WFM Bought a little yesterday, hoping for an earnings pop.	1
719835466674151424	markets $ aal have enjoyed shorting anglo these last few weeks , today  ahh okay lets average ......	#markets $AAL have enjoyed shorting Anglo these last few weeks, today...ahh okay lets average ......	0
31112742	$ lci is a later riser , just like the last few days . jan . <number> healthcare conference presentation . positive catalyst ?	$LCI is a later riser, just like the last few days. Jan. 14 Healthcare Conference presentation. Positive catalyst?	1
21308378	$ rost ross stores upgraded to outperform at rbc capital markets <url>	$ROST Ross Stores Upgraded to Outperform at RBC Capital Markets http://stks.co/j0Q9t	1
719908898136854528	rt <user> : debo asumir que , ante la crisis econmica , los partidos pagarn el costo de sus primarias , no ? con eso pagamos la ed	RT @garygutierrezpr: Debo asumir que, ante la crisis econ mica, los Partidos pagar n el costo de sus primarias, no? Con eso pagamos la Ed	1
719583624476160000	$ wdc looking tasty  and twerky	$WDC looking tasty... and #Twerky	1
13534209	the boeing company ( nyse : ba ) bearish trader bets $ <number> k that stock will sell off <number> % by july expiry $ ba <url>	The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE	0
719923951174955008	winning pick this week . $ nflx	winning pick this week . $NFLX	1
7170859	$ fcx <number> % now <number> . march $ <number> puts now <number> % <number> x <number> , hod : <url>	$FCX 1.9% now 38.75. March $36 puts now +8.33% .11 x .13, hod: http://stks.co/2leG	0
711188521487372288	$ fb has returned to my short watchlist . still too early for an entry imo . <url>	$FB has returned to my short watchlist. Still too early for an entry IMO. https://t.co/PIEyswtHcQ	0
719490323915939840	costco : a premier retail dividend play <url> $ cost	Costco: A Premier Retail Dividend Play https://t.co/Fa5cnh2t0t $COST	1
9077839	$ pnra three black crows followed by a potential bear flag - not looking promising short term imo <url>	$PNRA Three black crows followed by a potential bear flag - not looking promising short term IMO http://stks.co/g97y	0
19158924	$ psdv someone may have pointed this out earlier , think i recall a post , but man this is one to be careful with	$PSDV someone may have pointed this out earlier, think i recall a post, but man this is one to be careful with	0
719561685200048128	looks great . bullish . $ grmn	looks great . bullish . $GRMN	1
711693696987635712	$ dltr closed <number> day swing trade fri . for <number> % gain , short - term forecast is now bearish <url> <url>	$DLTR closed 6 day swing trade Fri. for 3.7% gain, short-term forecast is now bearish https://t.co/wELjrhekiI https://t.co/N8Jzs0DyER	0
